lemma,log_ratio,g_squared,p_value,p_value_fdr,register,relative_frequency
πελεμίζω,-2.565980634869122,-16.30629708966193,5.388458939809761e-05,0.001496142081208565,Narrative,0.0001032272595039461
ἀκαχμένος,-2.565980634869122,-16.30629708966193,5.388458939809761e-05,0.001496142081208565,Narrative,0.0001032272595039461
λάμπω,-2.523421020450326,-25.680332612215054,4.029123789929849e-07,2.2154914016130603e-05,Narrative,0.00021583881532643274
αὐδάω,-2.523421020450326,-93.52532602931183,4.0103601185182313e-22,1.9846564515937577e-19,Narrative,0.0009196610392169743
Γερήνιος,-2.508822221029173,-36.17582357948666,1.8029344536492308e-09,1.6309771568334388e-07,Narrative,0.0003284503711489194
ἀπιθέω,-2.478969257879492,-34.81288028772671,3.6296419842993465e-09,3.115936532031674e-07,Narrative,0.00031906607483037883
ἀραβέω,-2.4789692578794917,-14.823906445147212,0.00011802977183690056,0.0027736996381671633,Narrative,9.384296318540554e-05
ποδήνεμος,-2.4789692578794917,-14.823906445147212,0.00011802977183690056,0.0027736996381671633,Narrative,9.384296318540554e-05
ἔπαλξις,-2.4789692578794917,-14.823906445147212,0.00011802977183690056,0.0027736996381671633,Narrative,9.384296318540554e-05
πετεινός,-2.4789692578794917,-14.823906445147212,0.00011802977183690056,0.0027736996381671633,Narrative,9.384296318540554e-05
Θρασυμήδης,-2.4789692578794917,-14.823906445147212,0.00011802977183690056,0.0027736996381671633,Narrative,9.384296318540554e-05
Ἀκάμας,-2.4789692578794917,-14.823906445147212,0.00011802977183690056,0.0027736996381671633,Narrative,9.384296318540554e-05
ὁμηγερής,-2.4789692578794917,-14.823906445147212,0.00011802977183690056,0.0027736996381671633,Narrative,9.384296318540554e-05
μετεῖπον,-2.400188380026378,-60.16184226477439,8.736964883971126e-15,1.7927825748499776e-12,Narrative,0.000609979260705136
Πείσανδρος,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
αὐτοσχεδόν,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
ἱπποδάσεια,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
ἑανός,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
τένων,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
στιχάομαι,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
προσβαίνω,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
εἶθαρ,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
βραχεῖν,-2.383659078075167,-13.341515800632488,0.0002595944292457305,0.005138748078221955,Narrative,8.445866686686499e-05
ἀίσσω,-2.332365783687617,-54.89405523968899,1.2720518558903466e-13,2.2769728220437204e-11,Narrative,0.0005724420754309738
ποδαρκής,-2.3323657836876164,-20.142338095068347,7.188763369089174e-06,0.00026879584988509877,Narrative,0.00017830163005227054
αἴθουσα,-2.3323657836876164,-20.142338095068347,7.188763369089174e-06,0.00026879584988509877,Narrative,0.00017830163005227054
παμφαίνω,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
λάξ,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
γέλως,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
νῶροψ,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
πῆχυς,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
σχεδόθεν,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
Πηνέλεως,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
Σιμόεις,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
ἄντομαι,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
Ἄντιφος,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
Θεοκλύμενος,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
κτυπέω,-2.278298562417341,-11.85912515611777,0.0005737949280457225,0.00977193669969365,Narrative,7.507437054832444e-05
κόρυς,-2.2328361883405834,-40.2584190888483,2.224944415908843e-10,2.399802227056551e-08,Narrative,0.0004316776306528655
ὀπτάω,-2.2211401485773923,-17.406440143863357,3.0180166813205975e-05,0.0009199483456503691,Narrative,0.00015953303741518941
δολιχόσκιος,-2.2013375212812125,-24.064736905909754,9.315060983050797e-07,4.664738574428949e-05,Narrative,0.0002439917042820544
ἀκοντίζω,-2.191287185427711,-30.844721085001794,2.7952144966151817e-08,1.959678296668627e-06,Narrative,0.0003284503711489194
κλισμός,-2.1605155267609573,-16.049131006980293,6.17199458641155e-05,0.0016696138410122307,Narrative,0.00015014874109664888
Πολυποίτης,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
θαμβέω,-2.1605155267609573,-16.049131006980293,6.17199458641155e-05,0.0016696138410122307,Narrative,0.00015014874109664888
ἀπορούω,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
διαπρύσιος,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
Βοιωτός,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
ἵππουρις,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
φάλος,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
Ἱππόθοος,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
ἵππειος,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
Μενεσθεύς,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
Ἀντηνορίδης,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
μελία,-2.1605155267609573,-16.049131006980293,6.17199458641155e-05,0.0016696138410122307,Narrative,0.00015014874109664888
λαπάρα,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
Μέγης,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
οὐλοχύται,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
Φυλείδης,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
κυδοιμός,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
Χρομίος,-2.1605155267609573,-10.376734511603049,0.0012761320160532786,0.01796762618005857,Narrative,6.569007422978388e-05
ἐκπίπτω,-2.1605155267609573,-16.049131006980293,6.17199458641155e-05,0.0016696138410122307,Narrative,0.00015014874109664888
πέτομαι,-2.139462117563125,-41.946164800464544,9.382122003737976e-11,1.0962748946867722e-08,Narrative,0.00047859911224556827
τινάσσω,-2.095977005623386,-14.700172637233205,0.00012603490758037435,0.002937206862808004,Narrative,0.00014076444477810832
θαμέες,-2.095977005623386,-14.700172637233205,0.00012603490758037435,0.002937206862808004,Narrative,0.00014076444477810832
Αὐτομέδων,-2.0735041497713276,-20.12920954442415,7.238275979182903e-06,0.0002694496274905565,Narrative,0.00021583881532643274
ἐπίσωτρον,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
Ἀθηναῖος,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
διασεύομαι,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
κάνεον,-2.0269841341364345,-13.360760861330263,0.0002569440421660084,0.005138748078221955,Narrative,0.00013138014845956775
ὀρθόω,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
αἰγυπιός,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἄξων,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
θάμβος,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
Ἀμφίμαχος,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἀσθμαίνω,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
βραχίων,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἀγαπήνωρ,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἰσχίον,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
μετάφημι,-2.0269841341364345,-13.360760861330263,0.0002569440421660084,0.005138748078221955,Narrative,0.00013138014845956775
ἔντερον,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
χάλκειος,-2.0269841341364345,-24.403382252009095,7.813140140799199e-07,4.03263484690452e-05,Narrative,0.00028152888955621663
Πρωτεσίλαος,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
μιαίνω,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
γνύξ,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
λαοσσόος,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἰσόθεος,-2.0269841341364345,-13.360760861330263,0.0002569440421660084,0.005138748078221955,Narrative,0.00013138014845956775
ὕπαιθα,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
στένω,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
κρημνός,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
δίσκος,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
Καπανεύς,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἀλκί,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
περιφραδής,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
πήρα,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἀνέλκω,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
βριθύς,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
καταπρηνής,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
παχύς,-2.0269841341364345,-24.403382252009095,7.813140140799199e-07,4.03263484690452e-05,Narrative,0.00028152888955621663
ῥυμός,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἀναπάλλω,-2.0269841341364345,-13.360760861330263,0.0002569440421660084,0.005138748078221955,Narrative,0.00013138014845956775
ἀπολάμπω,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
ἀπομόργνυμι,-2.0269841341364345,-8.894343867088327,0.0028605537939272747,0.03287682932829257,Narrative,5.6305777911243326e-05
πτερόεις,-1.9927927693881553,-92.72333238770352,6.014035893865256e-22,2.810893554171578e-19,Narrative,0.001219958521410272
καταπίπτω,-1.9781939699670026,-17.545958627692798,2.804462127184279e-05,0.0008660737863008597,Narrative,0.00019707022268935164
ἀσπίς,-1.958775884109901,-67.7161961923948,1.8880622026810695e-16,5.123957197147044e-14,Narrative,0.0009008924465798932
σείω,-1.9528761619827129,-12.032368452954877,0.0005228459771263043,0.00914491310927983,Narrative,0.0001219958521410272
ἰθύω,-1.9528761619827129,-12.032368452954877,0.0005228459771263043,0.00914491310927983,Narrative,0.0001219958521410272
Πόλυβος,-1.9528761619827129,-12.032368452954877,0.0005228459771263043,0.00914491310927983,Narrative,0.0001219958521410272
ἐπιτρέχω,-1.9528761619827129,-12.032368452954877,0.0005228459771263043,0.00914491310927983,Narrative,0.0001219958521410272
ἀφαμαρτάνω,-1.9528761619827129,-12.032368452954877,0.0005228459771263043,0.00914491310927983,Narrative,0.0001219958521410272
ἄντυξ,-1.9528761619827129,-12.032368452954877,0.0005228459771263043,0.00914491310927983,Narrative,0.0001219958521410272
ἅλλομαι,-1.9528761619827129,-21.875591772073832,2.909107551896685e-06,0.0001255093427390093,Narrative,0.0002627602969191355
λιάζομαι,-1.9528761619827129,-12.032368452954877,0.0005228459771263043,0.00914491310927983,Narrative,0.0001219958521410272
Μηριόνης,-1.933458076125611,-40.71896124724955,1.7577330087235049e-10,1.9457641845251114e-08,Narrative,0.0005349048901568115
δεξιτερός,-1.9269006755794522,-16.268921501339403,5.495800320879384e-05,0.0015159399376904346,Narrative,0.00018768592637081108
λείβω,-1.9269006755794522,-16.268921501339403,5.495800320879384e-05,0.0015159399376904346,Narrative,0.00018768592637081108
ἀγοράομαι,-1.9136554488294315,-20.624255546428106,5.5883596049301855e-06,0.00021969565119755912,Narrative,0.00025337600060059497
φάλαγξ,-1.9056232771321673,-25.019819121695797,5.6744031135384e-07,3.060176499628113e-05,Narrative,0.00031906607483037883
φαεινός,-1.8866267764415123,-56.03885124722868,7.105297772141986e-14,1.3283748923784561e-11,Narrative,0.000778896594438866
ἑπταβόειος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἐριούνιος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἐύτμητος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἐυρρεής,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἔθειρα,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἐφάλλομαι,-1.8728334543091765,-10.71683791418025,0.0010616494954131153,0.015836271639912303,Narrative,0.00011261155582248665
δάος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Ἀρίσβη,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἐπιάχω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
παλίντονος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
πλησίος,-1.8728334543091765,-19.38218576506958,1.0700053127442691e-05,0.00036893256951301377,Narrative,0.0002439917042820544
ξυστόν,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
στεφάνη,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
σφυρόν,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
μελάνυδρος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
μέτωπον,-1.8728334543091765,-10.71683791418025,0.0010616494954131153,0.015836271639912303,Narrative,0.00011261155582248665
τόθι,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
φράσσω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
φύγαδε,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
λιγύφθογγος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
λάβρος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἀγοστός,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
κοναβέω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἀμολγός,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἀνανεύω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἀτραπός,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
θυμοραιστής,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Ἀμφίνομος,-1.8728334543091765,-10.71683791418025,0.0010616494954131153,0.015836271639912303,Narrative,0.00011261155582248665
Ἄβας,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Ἄδμητος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Ἄρητος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἐνδύω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἐπιστέφω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
καυλός,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
παρήιον,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Νοήμων,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Θόων,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Δαμαστορίδης,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἱππόκομος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ῥινόν,-1.8728334543091765,-10.71683791418025,0.0010616494954131153,0.015836271639912303,Narrative,0.00011261155582248665
ὑπάγω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Μηκιστεύς,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ἰδνόομαι,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
αἴγλη,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Λεοντεύς,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Εὐαίμων,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
ὁμαδέω,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Ὀρτίλοχος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Ἴφιτος,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
Ὑρτακίδης,-1.8728334543091765,-7.411953222573606,0.006479194308313653,0.05944325159851992,Narrative,4.692148159270277e-05
γλαυκῶπις,-1.8364658101383016,-60.170548108753344,8.698406240857052e-15,1.7927825748499776e-12,Narrative,0.0008727395576242715
θρῴσκω,-1.8302738398903804,-18.150157869286907,2.041525033951466e-05,0.0006619271298015825,Narrative,0.00023460740796351387
σάκος,-1.8302738398903804,-51.27719563925422,8.020191699027146e-13,1.2267976866166434e-10,Narrative,0.0007413594091647038
γελάω,-1.8302738398903804,-18.150157869286907,2.041525033951466e-05,0.0006619271298015825,Narrative,0.00023460740796351387
θεοειδής,-1.7987254821554548,-29.047444983891438,7.06271885366711e-08,4.606097187279178e-06,Narrative,0.0004129090380157844
ἱππότης,-1.7858220773195468,-24.603074081652842,7.043927652491649e-07,3.7145451834855864e-05,Narrative,0.0003472189637860005
ἰάχω,-1.7858220773195468,-24.603074081652842,7.043927652491649e-07,3.7145451834855864e-05,Narrative,0.0003472189637860005
ἀμφιγύεις,-1.7858220773195466,-9.416516721330147,0.002150396190395279,0.027747366794164854,Narrative,0.0001032272595039461
ἀσάμινθος,-1.7858220773195466,-9.416516721330147,0.002150396190395279,0.027747366794164854,Narrative,0.0001032272595039461
νόθος,-1.7858220773195466,-9.416516721330147,0.002150396190395279,0.027747366794164854,Narrative,0.0001032272595039461
αἰπόλος,-1.7858220773195466,-9.416516721330147,0.002150396190395279,0.027747366794164854,Narrative,0.0001032272595039461
ἐπιχέω,-1.7858220773195466,-9.416516721330147,0.002150396190395279,0.027747366794164854,Narrative,0.0001032272595039461
βοείη,-1.7858220773195466,-9.416516721330147,0.002150396190395279,0.027747366794164854,Narrative,0.0001032272595039461
ἀμφιέπω,-1.7858220773195466,-9.416516721330147,0.002150396190395279,0.027747366794164854,Narrative,0.0001032272595039461
ζυγόν,-1.7858220773195466,-16.9290490480987,3.8803206884044375e-05,0.0011414383899142142,Narrative,0.0002252231116449733
στίξ,-1.772749995752194,-27.86190957100462,1.3028960975547784e-07,7.94294555704953e-06,Narrative,0.0004035247416972438
ποικίλος,-1.7674729386513501,-20.160106395194312,7.122293546604355e-06,0.0002686989040698764,Narrative,0.00028152888955621663
Ἀντήνωρ,-1.755050418652793,-12.509909560847898,0.00040479919849917674,0.007452025507600818,Narrative,0.00015953303741518941
πέδιλον,-1.755050418652793,-12.509909560847898,0.00040479919849917674,0.007452025507600818,Narrative,0.00015953303741518941
ζωστήρ,-1.755050418652793,-12.509909560847898,0.00040479919849917674,0.007452025507600818,Narrative,0.00015953303741518941
τιτύσκομαι,-1.755050418652793,-12.509909560847898,0.00040479919849917674,0.007452025507600818,Narrative,0.00015953303741518941
σμερδαλέος,-1.755050418652793,-23.415354302867375,1.3053249407946417e-06,6.422046039125919e-05,Narrative,0.00033783466746745996
τροφός,-1.755050418652793,-12.509909560847898,0.00040479919849917674,0.007452025507600818,Narrative,0.00015953303741518941
κλάζω,-1.755050418652793,-12.509909560847898,0.00040479919849917674,0.007452025507600818,Narrative,0.00015953303741518941
ἐνίπτω,-1.7393020616846537,-15.719856885320358,7.344905103168432e-05,0.0019121717978618888,Narrative,0.00021583881532643274
κονία,-1.726229980117301,-39.816585546215585,2.7896610938058845e-10,2.970812504074545e-08,Narrative,0.0006193635570236766
θώραξ,-1.7233017203382126,-22.236599144583867,2.410351659286143e-06,0.00010790478581859669,Narrative,0.0003284503711489194
προσαυδάω,-1.6971564402338903,-101.31175267242918,7.85881070117585e-24,4.722583887785174e-21,Narrative,0.0016797890410187592
κνήμη,-1.690511897515222,-11.286032698732466,0.0007809238119604062,0.01250569621371044,Narrative,0.00015014874109664888
ὕπτιος,-1.690511897515222,-11.286032698732466,0.0007809238119604062,0.01250569621371044,Narrative,0.00015014874109664888
Θρᾷξ,-1.690511897515222,-11.286032698732466,0.0007809238119604062,0.01250569621371044,Narrative,0.00015014874109664888
τέταρτος,-1.690511897515222,-11.286032698732466,0.0007809238119604062,0.01250569621371044,Narrative,0.00015014874109664888
κυνέη,-1.690511897515222,-17.789279315667095,2.4676978113408697e-05,0.0007804790107823586,Narrative,0.0002627602969191355
Φωκεύς,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
κάπριος,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
ἀυτέω,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
νείαιρα,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
Θεανώ,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
κηώεις,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
Παφλαγών,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
σύνειμι,-1.6905118975152218,-8.134460750669701,0.004343176237970164,0.046665570485367805,Narrative,9.384296318540554e-05
τεσσαράκοντα,-1.6905118975152218,-8.134460750669701,0.004343176237970164,0.046665570485367805,Narrative,9.384296318540554e-05
ταύρειος,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
ἀσπάζομαι,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
Σελλήεις,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
ὀπωρινός,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
ἐκτανύω,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
ἀλαοσκοπιά,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
Ἰφιδάμας,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
ὑπερπέτομαι,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
καναχή,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
κίρκος,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
ἀνθερεών,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
εὔτυκτος,-1.6905118975152218,-8.134460750669701,0.004343176237970164,0.046665570485367805,Narrative,9.384296318540554e-05
ἀμελέω,-1.6905118975152218,-5.929562578058885,0.014888937188204792,0.1097814448416888,Narrative,3.753718527416222e-05
