lemma,log_ratio,g_squared,p_value,p_value_fdr,register,relative_frequency
ἀποδειροτομέω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀπολύω,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
ἑλκεσίπεπλος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
θεοπρόπος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἑκών,1.3052203760387693,7.646034682349818,0.005689725169974023,0.055402381776610485,Speech,0.00016891733373372998
θητεύω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
φάτις,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
λισσός,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἑπταετής,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
λιμός,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
δαίτης,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀποκρύπτω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
φύξις,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
φυταλιά,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἁλμυρός,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
χρυσόρραπις,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κατακοιμάω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀμείλιχος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
εἰρεσία,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀλυσκάζω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
δῆνος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐξαίρω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀλλοῖος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐξακέομαι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κατακείρω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀλιτρός,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐξανύω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀλαός,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κλυτόπωλος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀνιαρός,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀνοήμων,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
Ἀρκεισιάδης,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐξαπόλλυμι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀμοιβή,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀναφανδά,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
Ἄλτης,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀναίδεια,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀναπίμπλημι,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
εὐχετάομαι,1.3052203760387693,7.646034682349818,0.005689725169974023,0.055402381776610485,Speech,0.00016891733373372998
κατατρύχω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
εὐφραίνω,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
ἀνάπνευσις,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
εὐρυσθενής,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κατερητύω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀναρπάζω,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
εὐλή,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
Ἀσωπός,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
εὐεργός,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀνατλῆναι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κερτομία,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
εἴρω,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
ἐξαυδάω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐξεῖπον,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κολούω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
δυσμενέων,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀγρόνδε,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀπέχθομαι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
δούλιος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐπιτάρροθος,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
ἐπιφέρω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀγκοίνη,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κτερείζω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
θαλπωρή,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐπώνυμος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀάατος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
καταδάπτω,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
δικάζω,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
χῆτος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀπατήλιος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἐπικλώθω,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
ἀδευκής,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀεικέλιος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
θαλία,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀκράαντος,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
ἀκουάζομαι,1.3052203760387693,3.883813253598524,0.04875370677547618,0.21452140957221816,Speech,2.8152888955621663e-05
κομιδή,1.3052203760387693,4.516298989474958,0.033573382911734465,0.180060652731698,Speech,7.507437054832444e-05
